*
* THIS FILE IS USED FOR TEXT MESSAGES USED DURING THE EXECUTION OF THE
* Visual LANSA PRODUCT. ALL LINES MUST BE OF THE FORM NNNN,<TEXT> UNLESS
0602,** 警告 ** '*' でﾏｰｸされているﾀｲﾌﾟに対して複数のﾗｲｾﾝｽが導入されています。
0603,** 警告 ** 最初のﾗｲｾﾝｽだけが使用されます。(以上に記述されています）
0615,言語： >S< の詳細は言語： >S< に変換します。
0616,警告：言語： >S< の詳細は使用されません。この区画の言語にマップすることができません。
0886,ｿｰｽの区画の詳細を利用するようにｲﾝﾎﾟｰﾄしました。ｿｰｽの言語 >S< は他にﾘｽﾄされた言語を含めてｲﾝﾎﾟｰﾄされます。
0617,ｲﾝﾎﾟｰﾄするﾃﾞｰﾀに言語：>S< の情報が見つかりました。
0618,有効なﾀｰｹﾞｯﾄ言語： >S< がこの区画に存在しています（または作成されます）。
0619,存在するﾃﾞｰﾀの上書きを確認してください。
0620,ｲﾝﾎﾟｰﾄするﾃﾞｰﾀには基本的なシステム定義が含まれています。存在するシステム定義情報を上書きしますか？
0621,ｲﾝﾎﾟｰﾄするﾃﾞｰﾀには区画定義の情報が含まれています。存在する区画定義の情報を上書きしますか？
0622,区画と言語を確認してください。
0623,区画 >S< と言語 >S< を使用してｲﾝﾎﾟｰﾄします。指定した区画と言語でｲﾝﾎﾟｰﾄを継続しますか？
0628,ﾄﾞﾗｲﾌﾞ >S< の空き領域は >L<MB です。>L<MB が必要です。異常終了しました。他のﾄﾞﾗｲﾌﾞを使用するか、このﾄﾞﾗｲﾌﾞの空き領域を増やして再実行してください。
0631,注意： ｲﾝﾎﾟｰﾄ中に >L< 重複ｷｰ ｴﾗｰが発生しました。重複ｷｰの存在について調査する必要があるかもしれません。
0632,注意： ﾃｰﾌﾞﾙ >S< の重複ｷｰ ｴﾗｰが無視されました。ﾃﾞｰﾀは更新または作成されませんでした。重複ｷｰの存在について調査する必要があるかもしれません。
0634,ﾊﾟｯｹｰｼﾞの導入中にｴﾗｰが発生しました。導入ﾛｸﾞを参照して下さい。
0637,ﾛｯｸ ﾌｧｲﾙ >S< を >S< に作成することができません。
0638,導入中...後で再試行して下さい。
0639,ﾊﾟｯｹｰｼﾞ導入機能
0640,DLL >S< は使用中です。導入することができません。
0641,ﾌｧｲﾙのﾛｯｸを解除することができません。ﾌｧｲﾙ：>S<  ﾃﾞｨﾚｸﾄﾘ： >S<
0646,他のLANSA ｾｯｼｮﾝに DLL が使用されています。導入を継続させますか(いいえの場合、導入されません。ｷｬﾝｾﾙの場合、終了します。)
0647,IPKG は指定されていますが、applkg.dat に複数のﾊﾟｯｹｰｼﾞが入っています。
0648,IPKG は指定されていますが、applkg.dat にﾊﾟｯｹｰｼﾞがありません。
0650,DLL ｱｯﾌﾟｸﾞﾚｰﾄﾞ機能
0652,ｱｯﾌﾟｸﾞﾚｰﾄﾞするために接続可能なｱﾌﾟﾘｹｰｼｮﾝ ｻｰﾊﾞｰまたはﾌﾟﾗｲﾏﾘｰ ｻｰﾊﾞｰが見つかりません。
0653,LU名 >S< のｻｰﾊﾞｰは >S< の機能をｻﾎﾟｰﾄしていません。この機能のｻﾎﾟｰﾄは必要です。
0654,ｱｯﾌﾟｸﾞﾚｰﾄﾞするために接続可能なｻｰﾊﾞｰに接続できません。ｱｯﾌﾟｸﾞﾚｰﾄﾞしないで実行を継続しますか？(ｷｬﾝｾﾙの場合、終了します。)
0655,>S< はﾋﾞﾙﾄﾞ >L< で生成されましたが、ｸﾗｲｱﾝﾄはそれ以前のﾋﾞﾙﾄﾞ(>L<)を使用しています。このｵﾌﾞｼﾞｪｸﾄを使用するには LANSA のﾊﾞｰｼﾞｮﾝをｱｯﾌﾟｸﾞﾚｰﾄﾞする必要があります。
0660,ﾌｧｲﾙをｻｰﾊﾞｰからのﾀﾞｳﾝﾛｰﾄﾞ中に予期しないｴﾗｰが発生しました。ｱｯﾌﾟｸﾞﾚｰﾄﾞしないで実行を継続しますか？(ｷｬﾝｾﾙの場合、終了します。)
0701,ｱｯﾌﾟｸﾞﾚｰﾄﾞするためにｻｰﾊﾞｰに接続中に予期しないｴﾗｰが発生しました。
0702,ﾌｧｲﾙをｻｰﾊﾞｰからのﾀﾞｳﾝﾛｰﾄﾞ中に予期しないｴﾗｰが発生しました。
0703,DLL ｱｯﾌﾟｸﾞﾚｰﾄﾞ処理を開始しています。お待ち下さい…
0704,ﾊﾟｯｹｰｼﾞ導入の処理を開始しています。お待ち下さい…
0705,ｻｰﾊﾞｰから DLL をﾀﾞｳﾝﾛｰﾄﾞしています。お待ち下さい…
0706,DLL を一時ﾃﾞｨﾚｸﾄﾘから区画にｺﾋﾟｰしています。お待ち下さい…
0707,ｱﾌﾟﾘｹｰｼｮﾝ ｻｰﾊﾞｰに正常に接続しました。
0709,ﾌｨｰﾙﾄﾞ >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0710,ﾌｧｲﾙ >S<(ﾗｲﾌﾞﾗﾘ >S<) の定義を正常にｴｸｽﾎﾟｰﾄしました。
0711,ﾌｧｲﾙ >S<(ﾗｲﾌﾞﾗﾘ >S<) の定義は不十分か、または見つかりません。ﾌｧｲﾙをｴｸｽﾎﾟｰﾄすることができません。
0712,ﾌｧﾝｸｼｮﾝ >S<(ﾌﾟﾛｾｽ >S<) の定義を正常にｴｸｽﾎﾟｰﾄしました。
0713,ﾌﾟﾛｾｽ >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0714,ﾌﾟﾛｾｽ >S< の定義は不十分か、または見つかりません。ﾌﾟﾛｾｽをｴｸｽﾎﾟｰﾄすることができません。
0715,ﾌｨｰﾙﾄﾞ >S< の定義は不十分か、または見つかりません。ﾌｨｰﾙﾄﾞをｴｸｽﾎﾟｰﾄすることができません。
0716,ﾌｧﾝｸｼｮﾝ >S<(ﾌﾟﾛｾｽ >S<) の定義は不十分か、または見つかりません。ﾌｧﾝｸｼｮﾝをｴｸｽﾎﾟｰﾄすることができません。
0719,ｼｽﾃﾑ変数 >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0720,ｼｽﾃﾑ変数 >S< の定義は不十分か、または見つかりません。ｼｽﾃﾑ変数をｴｸｽﾎﾟｰﾄすることができません。
0721,言語変数 >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0722,言語変数 >S< の定義は不十分か、または見つかりません。言語変数をｴｸｽﾎﾟｰﾄすることができません。
0723,ﾃﾝﾌﾟﾚｰﾄ >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0724,ﾃﾝﾌﾟﾚｰﾄ >S< の定義は不十分か、または見つかりません。ﾃﾝﾌﾟﾚｰﾄをｴｸｽﾎﾟｰﾄすることができません。
0725,組込み関数 >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0726,組込み関数 >S< の定義は不十分か、または見つかりません。組込み関数をｴｸｽﾎﾟｰﾄすることができません。
0727,ﾒｯｾｰｼﾞ >S<(ﾒｯｾｰｼﾞ ﾌｧｲﾙ >S<、言語 >S<) を正常にｴｸｽﾎﾟｰﾄしました。
0728,ﾒｯｾｰｼﾞ >S<(ﾒｯｾｰｼﾞ ﾌｧｲﾙ >S<、言語 >S<) は見つかりません。ﾒｯｾｰｼﾞをｴｸｽﾎﾟｰﾄすることができません。
0729,ﾒｯｾｰｼﾞ ﾌｧｲﾙ >S<(言語 >S<) を正常にｴｸｽﾎﾟｰﾄしました。
0730,ﾒｯｾｰｼﾞ ﾌｧｲﾙ >S<(言語 >S<) は見つかりません。ﾒｯｾｰｼﾞ ﾌｧｲﾙをｴｸｽﾎﾟｰﾄすることができません。
0731,ﾌｨｰﾙﾄﾞ/ｺﾝﾎﾟｰﾈﾝﾄ >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0732,ｺﾝﾎﾟｰﾈﾝﾄ >S< の定義は不十分か、または見つかりません。ｺﾝﾎﾟｰﾈﾝﾄをｴｸｽﾎﾟｰﾄすることができません。
0744,ﾊﾟｯｹｰｼﾞ ｱｯﾌﾟｸﾞﾚｰﾄﾞ機能
0745,ﾊﾟｯｹｰｼﾞ ｱｯﾌﾟｸﾞﾚｰﾄﾞ機能を開始しています。お待ち下さい。
0746,ｱﾌﾟﾘｹｰｼｮﾝのｱｯﾌﾟｸﾞﾚｰﾄﾞはすでに実行されています。ｱｯﾌﾟｸﾞﾚｰﾄﾞせずに継続しますか？(終了する場合、ｷｬﾝｾﾙをｸﾘｯｸします)
0747,ｱﾌﾟﾘｹｰｼｮﾝ >S< のｱｯﾌﾟｸﾞﾚｰﾄﾞはすでに実行されています。後でもう一度再実行して下さい。
0748,ｱｯﾌﾟｸﾞﾚｰﾄﾞの確認中に予期しないｴﾗｰが発生しました。ｱｯﾌﾟｸﾞﾚｰﾄﾞせずに継続しますか？(終了する場合、ｷｬﾝｾﾙをｸﾘｯｸします)
0749,ｱﾌﾟﾘｹｰｼｮﾝ >S< ｱｯﾌﾟｸﾞﾚｰﾄﾞの確認中に予期しないｴﾗｰが発生しました。
0750,ｱﾌﾟﾘｹｰｼｮﾝ >S< が見つかりませんまたは、applpkg.dat にﾊﾟｯｹｰｼﾞが存在しません。
1168,条件に合うMSI ファイルが >S< にありません。条件はクライアント地域設定 >S< クライアント バージョン >S<、 言語マッピングの使用場所が >S< です。
1169,条件に合う複数のMSI ファイルが >S< にありません。条件はクライアント地域設定 >S<、言語マッピングの使用場所が >S< です。
0755,ﾙｰﾄ ﾃﾞｨﾚｸﾄﾘを作成/使用することができません。ｱｯﾌﾟｸﾞﾚｰﾄﾞせずに継続しますか？(終了する場合、ｷｬﾝｾﾙをｸﾘｯｸします)
0756,ｱﾌﾟﾘｹｰｼｮﾝ ﾙｰﾄ ﾃﾞｨﾚｸﾄﾘ >S< を作成/使用することができません。
0757,ﾕｰｻﾞｰ >S< は必須ﾊﾟｯｹｰｼﾞ >S< に権限がありません。
0758,1つ以上のﾊﾟｯｹｰｼﾞが必須になています、全ての必須ﾊﾟｯｹｰｼﾞをﾀﾞｳﾝﾛｰﾄﾞしますか？
0759,ﾊﾟｯｹｰｼﾞ >S< は任意になています。ﾀﾞｳﾝﾛｰﾄﾞしますか？(ｷｬﾝｾﾙを押すとﾀﾞｳﾝﾛｰﾄﾞしませんまたは、この後もﾌﾟﾛﾝﾌﾟﾄしません。)
0767,x_lickey.dat にﾗｲｾﾝｽ ﾀｲﾌﾟ >S< の有効なﾗｲｾﾝｽ ｺｰﾄﾞが見つかりません。
0768,ﾊﾟｯｹｰｼﾞ ﾃﾞｨﾚｸﾄﾘ >S< に必要なﾌｧｲﾙまたはｻﾌﾞﾃﾞｨﾚｸﾄﾘがありません。
0769,ｱﾌﾟﾘｹｰｼｮﾝ >S< のﾀﾞｳﾝﾛｰﾄﾞを開始しています。お待ち下さい…
0770,ﾃﾞｨﾚｸﾄﾘ >S< を削除することができません。
0771,ｷｰ >S< をﾌｧｲﾙ >S< に見つかりません。
0772,ﾊﾟｯｹｰｼﾞ >S< は任意になています。ﾀﾞｳﾝﾛｰﾄﾞしますか？
0773,ﾊﾟｯｹｰｼﾞ >S< のﾌｧｲﾙをｻｰﾊﾞｰからﾀﾞｳﾝﾛｰﾄﾞしています。お待ち下さい…
0794,ﾊﾟｯｹｰｼﾞ >S< が見つかりません。このﾊﾟｯｹｰｼﾞは必須ですまたは必須ﾊﾟｯｹｰｼﾞに対して必要です。
0798,ﾊﾟｯｹｰｼﾞ >S< にはﾋﾞﾙﾄﾞ >L< が必要です。このﾋﾞﾙﾄﾞはｸﾗｲｱﾝﾄまたはｻｰﾊﾞｰに見つかりません。
0799,ﾋﾞﾙﾄﾞ ﾃﾞｨﾚｸﾄﾘ >S< に必要なﾌｧｲﾙまたはｻﾌﾞﾃﾞｨﾚｸﾄﾘが見つかりません。
0800,ﾋﾞﾙﾄﾞ >L< のﾌｧｲﾙをｻｰﾊﾞｰからﾀﾞｳﾝﾛｰﾄﾞしています。お待ち下さい。
0802,ﾋﾞﾙﾄﾞ >L< の導入が既に実行されていますまたは途中で失敗しました。(ﾛｯｸ ﾌｧｲﾙ >S< がﾃﾞｨﾚｸﾄﾘ >S< に存在します)
0803,ﾋﾞﾙﾄﾞ >L< の導入が既に実行されていますまたは途中で失敗しました。他のｱｯﾌﾟｸﾞﾚｰﾄﾞを行わないで実行を継続しますか？(ｷｬﾝｾﾙをｸﾘｯｸすると終了します)
0822,呼び出しているﾌｧﾝｸｼｮﾝ/ｺﾝﾎﾟｰﾈﾝﾄを再生成/再ｺﾝﾊﾟｲﾙしないとﾌｧｲﾙ >S< とのｱｸｾｽ方法はSSN *LOCALDB に CONNECT_FILE のみになります。
0823,ﾌｧｲﾙ >S< は有効なｺﾝﾋﾟｭｰﾀまたはﾃﾞｰﾀﾍﾞｰｽ SSN に接続していません。
0831,ｺﾝﾎﾟｰﾈﾝﾄ '>S<' : >S< の定義が正常にｴｸｽﾎﾟｰﾄされました。
0832,ｺﾝﾎﾟｰﾈﾝﾄ '>S<' : >S< の定義が見つかりませんまたは不十分です。ｴｸｽﾎﾟｰﾄすることができませんでした。
0840,ﾌｨｰﾙﾄﾞ >S< はﾌｨｰﾙﾄﾞ >S< を参照しているため、変更されました。
0841,ﾃﾝﾌﾟﾚｰﾄ '>S<' の定義はｴｸｽﾎﾟｰﾄされませんでした。 '開発環境へ配布'を選択した場合のみ、ｴｸｽﾎﾟｰﾄが可能です。
0843,警告 - ｵﾌﾞｼﾞｪｸﾄ '>S<' は >S< ﾃﾞｰﾀを持っていません。
0887,ﾌｧｲﾙ ﾗｲﾌﾞﾗﾘｰのｵｰﾊﾞｰﾗｲﾄﾞ情報がﾌｧｲﾙLXXLEFにありますが、ﾗｲﾌﾞﾗﾘｰの詳細情報のﾌｧｲﾙ LXXLDFが見つかりません。
0921,区画 >S< はｲﾝﾎﾟｰﾄされたﾌﾙRDMLXｵﾌﾞｼﾞｪｸﾄに対応するためにﾌﾙRDMLXﾘﾎﾟｼﾞﾄﾘに更新されました。
0926,ASCIIﾃﾞｰﾀのIBM iへのﾛｰﾄﾞはｻﾎﾟｰﾄされません。
0927,EBCDICﾃﾞｰﾀのNon-IBM iへのﾛｰﾄﾞはｻﾎﾟｰﾄされません。
0928,交換ﾘｽﾄの作成が失敗しました。
0931,'>S<' >S< の定義を正常にｴｸｽﾎﾟｰﾄしました。
0932,'>S<' >S<の定義が見つからないか、不完全です。ｺﾝﾎﾟｰﾈﾝﾄはｴｸｽﾎﾟｰﾄされません。
0933,>S< はｻﾎﾟｰﾄされていないﾘﾘｰｽ前のﾊﾞｰｼﾞｮﾝ(>L<)で作成されました。これはｻﾎﾟｰﾄされたﾊﾞｰｼﾞｮﾝのLANSAで再作成する必要があります。
0971,ﾃﾞｨﾚｸﾄﾘ >S< >S< が長すぎるため(>L<文字)、BLOB及びCLOBﾌｧｲﾙをﾃﾞｨｽｸに保存することができません。
0978,ﾃﾞｨﾚｸﾄﾘ >S< はｸﾘｱできません。
0983,">S<"がﾃﾞｨﾚｸﾄﾘに含まれていないため、BLOB/CLOBﾌｧｲﾙの場所を特定することができません。
1001,ﾃﾞｰﾀｴﾘｱ >S< (ﾌﾟﾛｾｽ >S<のため) が 区画ﾗｲﾌﾞﾗﾘ >S< に見つかりません。
1002,ﾌﾟﾛｾｽ >S< はﾃﾞｰﾀｴﾘｱ >S< /区画ﾗｲﾌﾞﾗﾘ >S<によりｺﾝﾊﾟｲﾙされませんでした。
1003,このﾏｼﾝはﾗｲｾﾝｽ許可されていません。空いているｽﾛｯﾄが無いか、ﾗｲｾﾝｽがﾗｲｾﾝｽﾀｲﾌﾟ >S< のため期限切れになりました。
1052,LU名">S<"のｻｰﾊﾞｰに有効なﾗｲｾﾝｽがありません。
1021,ｼﾞｮﾌﾞのｺｰﾄﾞﾍﾟｰｼﾞを取得することができません。
1022,Windowsｺｰﾄﾞﾍﾟｰｼﾞ >S< は数字ではありません。
1023,Windowsｺｰﾄﾞﾍﾟｰｼﾞ >S< は有効なCCSIDではありません。ｴﾗｰｺｰﾄﾞ %d
1048,OAM >S< はLOCK（*YES)かｺﾚｸｼｮﾝ(ﾗｲﾌﾞﾗﾘ)かﾒﾝﾊﾞｰが使用できる前に再作成する必要があります。
1049,OAM >S< がI/Oを実行するためにSQLを使用しているため、SQLLOCK(*YES) は使用できません。
1063,ﾌｧｲﾙ >S<のOAMが再帰起動されました。
1067,最終的な更新を実行しています。お待ちください．．．
1079,ｻｰﾊﾞｰ LU 名 >S< から言語 CCSID を受け取れません。ｻｰﾊﾞｰ上でﾘｽﾅｰｼﾞｮﾌﾞが起動していること、通信の設定とｼﾞｮﾌﾞﾛｸﾞを確認してください。>
1085,ﾀｽｸの状況が FIN に設定されたため、ﾀｽｸ ID >S< にﾛｯｸされていたｵﾌﾞｼﾞｪｸﾄ定義のﾛｯｸは外されました。
1107,最終更新を完了しました。
1110,警告: ﾌｧｲﾙ >S< は開発ｼｽﾃﾑにのみ必要なので、ｲﾝﾎﾟｰﾄをｽｷｯﾌﾟします。
1117,ﾊﾟｯｹｰｼﾞのｲﾝｽﾄｰﾙ中です。お待ちください...
1118,** 警告 ** ODBCﾄﾚｰｽがｱｸﾃｨﾌﾞです。*LIMPORTは通常より時間がかかります。続行しますか?
1139,LU名">S<"のｻｰﾊﾞｰ ﾊﾟｽの長さは >D< ﾊﾞｲﾄで、ﾌﾙ ｴｸｽﾎﾟｰﾄ ﾊﾟｽの長さが最大値の256ﾊﾞｲﾄを超えます。ｻｰﾊﾞｰ ﾊﾟｽは無視されます。
1143,ﾌｧｲﾙ ﾗｲﾌﾞﾗﾘの上書きが含まれている場合は使用
1144,区画ﾃﾞｰﾀ ﾗｲﾌﾞﾗﾘにﾌｧｲﾙ ﾗｲﾌﾞﾗﾘを上書き
1145,ﾌｧｲﾙ ﾗｲﾌﾞﾗﾘの上書きを無視
1124,ERROR: Importing name ">S<" of >S< identifier ">S<", which is already being used by >S< identifier ">S<".
1126,ERROR: <Allow Name Changes> is not set, existing name ">S<" associated with >S< identifier ">S<" cannot be removed.
1127,ERROR: Importing >S< name ">S<", which is already being used by >S< identifier ">S<".
1128,ERROR: Importing >S< identifier ">S<", which is already being used by >S< identifier ">S<".
1146,WARNING: Existing >S< identifier ">S<" will be assigned a name ">S<".
1147,WARNING: Existing name ">S<" associated with >S< identifier ">S<" is going to be removed.
1148,ERROR: <Allow Name Changes> is not set, existing name ">S<" of >S< identifier ">S<" cannot be changed to ">S<".
1149,WARNING: Existing name ">S<" of >S< identifier ">S<" is going to be changed to ">S<".
1161,ERROR: importing >S< identifier ">S<", which is already being used as a name ">S<" by >S< identifier ">S<".
1162,Object Import Verify Facility Started >S<
1163,Object Long Name data are ignored in RDML Partition.
1164,Failed to retrieve the server's IFS path name. Please report to your product vendor as soon as possible.
1165,ERROR: <Allow Type Changes> is not set, existing >S< identifier ">S<" cannot be deleted and import of >S< identifier ">S<".
1166,WARNING: Existing >S< identifier ">S<" will be deleted and import of >S< identifier ">S<" will proceed.
1167,Object Import Verify Facility Ended >S<. >S< fatal errors were detected. >S< warnings were issued.
* ******************************************************************
* PROCESS AND FUNCTION COMPILE MESSAGES - TRANSLATION IS RECOMMENDED
* ******************************************************************
0050,___________________________________________________________________________________
0051,ﾌﾟﾛｾｽ >S< の生成の開始
0052,ﾌﾟﾛｾｽ >S< は(再)ｺﾝﾊﾟｲﾙする必要がありません。
0053,ﾌﾟﾛｾｽ >S< の(再)ｺﾝﾊﾟｲﾙ要求は無視されました。
0054,>S< へ C ｿｰｽ･ｺ-ﾄﾞを生成中です。
0055,>S< へﾒｲｸ･ﾌｧｲﾙを生成中です。
0282,>S< へﾘｿｰｽ･ﾌｧｲﾙを生成中です。
0283,ﾋﾞｯﾄ･ﾏｯﾌﾟかｱｲｺﾝ･ﾌｧｲﾙ >S< ( >S< に指定されている) が見つかりません。ﾌｧｲﾙは、ｺﾝﾊﾟｲﾙ中に使用可能な省略値として使用されません。
0285,ﾌｧﾝｸｼｮﾝ >S< (ﾌﾟﾛｾｽ >S<) のｱｲｺﾝの作成進行中です。
0286,ﾌﾟﾛｾｽ >S< のｱｲｺﾝとﾋﾞｯﾄ･ﾏｯﾌﾟの作成進行中です。
0287,** 注意 ** ｱｲｺﾝとﾋﾞｯﾄ･ﾏｯﾌﾟの省略値のﾌｧｲﾙ >S< が見つかりません。省略値は使用されません。
0290,>S< は、開発言語に定義されていません。
0291,>S< 環境で使用可能なﾃｷｽﾄに変換中です。
0056,>S< へﾘﾝｸ定義を生成中です。
0057,ﾌﾟﾛｾｽ >S< の生成が終了しました。
0058,ﾌｧﾝｸｼｮﾝ >S< は、(再)ｺﾝﾊﾟｲﾙする必要がありません。
0059,ﾌｧﾝｸｼｮﾝ >S< の(再)ｺﾝﾊﾟｲﾙ要求は無視されました。
0558,ｺﾝﾎﾟｰﾈﾝﾄ >S< の(再)ｺﾝﾊﾟｲﾙ要求は無視されました。
0060,>S< のｵﾌﾞｼﾞｪｸﾄ ﾘﾝｸ／生成が開始されました。
0061,注意: このﾌｧﾝｸｼｮﾝは埋込み SQL を使用します。
0062,----  結合された "bind" (.BND) ﾌｧｲﾙが必要です。
0063,>S< のｵﾌﾞｼﾞｪｸﾄ ﾘﾝｸ/生成が終了しました。
0064,      Visual LANSA ﾌﾟﾛｾｽ/ﾌｧﾝｸｼｮﾝ･ｼﾞｪﾈﾚｰﾀｰ
0556,        Visual LANSA ｺﾝﾎﾟｰﾈﾝﾄ･ｼﾞｪﾈﾚｰﾀｰ
0065,ﾊﾞｰｼﾞｮﾝ: >S< 日付: >S<
0066,注意      : ｼﾞｪﾈﾚｰﾀｰ名 >S<
0067,            >S<. All rights are reserved.
0068,            生成ｺｰﾄﾞ (C) 著作権はこの製品の
0069,            ﾗｲｾﾝｽを持つﾕｰｻﾞｰの責任範囲内です。
0070,使用されるｺﾝﾊﾟｲﾙ･ｵﾌﾟｼｮﾝ :
0071,          ﾃﾞﾊﾞｯｸﾞの使用可能                   : >S<
0072,          ﾒｯｾｰｼﾞ･ﾌｧｲﾙ                         : >S<
0073,          区切り記号                          : >S<
0074,          単価記号                            : >S<
0075,          ｿｰｽの保管                           : >S<
0076,          必要の場合のみﾌﾟﾛｾｽをｺﾝﾊﾟｲﾙ         : >C<
0605,          ﾌｧﾝｸｼｮﾝのｺﾝﾊﾟｲﾙ                     : >C<
0077,          必要の場合のみﾌｧﾝｸｼｮﾝをｺﾝﾊﾟｲﾙ       : >C<
0557,          必要の場合のみｺﾝﾎﾟｰﾈﾝﾄをｺﾝﾊﾟｲﾙ      : >C<
0078,ﾌﾟﾛｾｽ >S< のｺﾝﾊﾟｲﾙおよびﾘﾝｸが開始されました。
0079,ﾌｧﾝｸｼｮﾝ >S< のｺﾝﾊﾟｲﾙおよびﾘﾝｸが開始されました。
0559,ｺﾝﾎﾟｰﾈﾝﾄ >S< のｺﾝﾊﾟｲﾙおよびﾘﾝｸが開始されました。
*
0080,ﾌｧﾝｸｼｮﾝの C ｺ-ﾄﾞが見つかりません。
0081,生成されていないか，前回のｺﾝﾊﾟｲﾙ処理で
0082,削除されています。
0083,ﾌｧﾝｸｼｮﾝ･ｴﾃﾞｨﾀｰの生成ｵﾌﾟｼｮﾝで
0084,必要な C ｺ-ﾄﾞを生成してからｺﾝﾊﾟｲﾙ操作
0085,を再実行してください。
*
0560,ｺﾝﾎﾟｰﾈﾝﾄの C/C++ ｺ-ﾄﾞが見つかりません。
0561,生成されていないか，前回のｺﾝﾊﾟｲﾙ処理で
0562,削除されています。
0563,ｺﾝﾎﾟｰﾈﾝﾄ･ｴﾃﾞｨﾀｰの生成ｵﾌﾟｼｮﾝで
0564,必要な C/C++ ｺ-ﾄﾞを生成してからｺﾝﾊﾟｲﾙ操作
0565,を再実行してください。
0566,ﾘﾎﾟｼﾞﾄﾘ ﾃｰﾌﾞﾙ LX_F03 ではｺﾝﾎﾟｰﾈﾝﾄ >S< の定義はｱｸｾｽできません。
*
0086,ﾌﾟﾛｾｽ >S< のｺﾝﾊﾟｲﾙおよびﾘﾝｸが終了しました。
0087,ﾌｧﾝｸｼｮﾝ >S< のｺﾝﾊﾟｲﾙおよびﾘﾝｸが終了しました。
0567,ｺﾝﾎﾟｰﾈﾝﾄ >S< のｺﾝﾊﾟｲﾙおよびﾘﾝｸが終了しました。
0325,ｺﾝﾊﾟｲﾙがﾕｰｻﾞｰによって強制終了されました。
0326,Visual LANSA 生成/ｺﾝﾊﾟｲﾙ ｲﾍﾞﾝﾄ･ﾛｸﾞ
0327,要求は、現行ﾄﾗﾝｻﾞｸｼｮﾝが終了した時点で処理されます。
0329,生成中 : >S<
0330,ｺﾝﾊﾟｲﾙ/ﾘﾝｸ : >S<
*
0088,______________________________ ｺﾝﾊﾟｲﾙ結果 _____________________________________
0089,      >L< ﾌﾟﾛｾｽのｺﾝﾊﾟｲﾙが正常に終了しました。
0090,      >L< ﾌｧﾝｸｼｮﾝのｺﾝﾊﾟｲﾙが正常に終了しました。
0091,      >L< ﾌﾟﾛｾｽのｺﾝﾊﾟｲﾙが失敗しました。
0092,      >L< ﾌｧﾝｸｼｮﾝのｺﾝﾊﾟｲﾙが失敗しました。
0093,      >L< ﾌﾟﾛｾｽのｺﾝﾊﾟｲﾙ要求は無視されました。
0094,      >L< ﾌｧﾝｸｼｮﾝのｺﾝﾊﾟｲﾙ要求は無視されました。
0568,      >L< ｺﾝﾎﾟｰﾈﾝﾄのｺﾝﾊﾟｲﾙが正常に終了しました。
0569,      >L< ｺﾝﾎﾟｰﾈﾝﾄのｺﾝﾊﾟｲﾙが失敗しました。
0570,      >L< ｺﾝﾎﾟｰﾈﾝﾄのｺﾝﾊﾟｲﾙ要求は無視されました。
0095,ｼｽﾃﾑ･ﾒﾆｭｰのｸﾛｰｽﾞを選択して、ｺﾝﾊﾟｲﾙ･ｳｨﾝﾄﾞｳをｸﾛｰｽﾞしてください。
0096,ﾌｧｲﾙ >S< を削除中です。
0328,ｺﾝﾊﾟｲﾙ結果
0331,環境定義ﾌｧｲﾙ >S< が見つかりません。Visual LANSA ｼｽﾃﾑの導入を確認して下さい。
0332,生成/ﾒｲｸ環境 >S< が現在使用できません。
0333,実行中の生成/ﾒｲｸ は >S< 環境用です。
0334,実行中 (>S< への) : >S<
0398,** 以前のｴﾗｰのために無視されました => (>S< への) : >S< の実行中
0335,構築中 (>S< への) : >S<
0397,** 以前のｴﾗｰのために無視されました => (>S< への) : >S< の構築中
0336,致命的ｴﾗｰが >S< (>S< への)のｵｰﾌﾟﾝ中に発生しました。
0504,** ｴﾗｰ ** ﾄﾞﾗｲﾌﾞ >S<の空き領域は>L<ﾊﾞｲﾄ以下です。
0505,** 警告 ** ﾄﾞﾗｲﾌﾞ >S<の空き領域は>L<ﾊﾞｲﾄ以下です。
0810,致命的ｴﾗｰ：ﾌﾟﾛｾｽ名 >S< は予約語なので使用することができません。
1075,>S<.DLLは使用中です。DLLの使用を止めて、再度コンパイルを投入してください。
1088,ﾌｧｲﾙ >S< の >S< への変換中に致命的なｴﾗｰ。原因は RDML のﾊﾞｲﾅﾘ ﾃﾞｰﾀの可能性があります。
* *********************************************************************
* OAM COMPILE AND SQL TABLE BUILD MESSAGES - TRANSLATION IS RECOMMENDED
* *********************************************************************
0100,Visual LANSA SQL ﾃｰﾌﾞﾙ･OAM (Object Access Module) ｼﾞｪﾈﾚｰﾀｰ
0101,          ﾃｰﾌﾞﾙ/ｲﾝﾃﾞｯｸｽ消去                   : >S<
0102,          ﾃｰﾌﾞﾙ再生成(強制)                   : >S<
0103,          ｲﾝﾃﾞｯｸｽ再生成(強制)                 : >S<
0104,          OAM 再生成(強制)                    : >S<
0300,          ﾃｰﾌﾞﾙﾃﾞｰﾀの保管                     : >S<
