*
* THIS FILE IS USED FOR TEXT MESSAGES USED DURING THE EXECUTION OF THE
* LANSA pour Windows PRODUCT. ALL LINES MUST BE OF THE FORM NNNN,<TEXT> UNLESS
1147,WARNING: Existing name ">S<" associated with >S< identifier ">S<" is going to be removed.
1148,ERROR: <Allow Name Changes> is not set, existing name ">S<" of >S< identifier ">S<" cannot be changed to ">S<".
1149,WARNING: Existing name ">S<" of >S< identifier ">S<" is going to be changed to ">S<".
1161,ERROR: importing >S< identifier ">S<", which is already being used as a name ">S<" by >S< identifier ">S<".
1162,Object Import Verify Facility Started >S<
1163,Object Long Name data are ignored in RDML Partition.
1164,Failed to retrieve the server's IFS path name. Please report to your product vendor as soon as possible.
1165,ERROR: <Allow Type Changes> is not set, existing >S< identifier ">S<" cannot be deleted and import of >S< identifier ">S<".
1166,WARNING: Existing >S< identifier ">S<" will be deleted and import of >S< identifier ">S<" will proceed.
1167,Object Import Verify Facility Ended >S<. >S< fatal errors were detected. >S< warnings were issued.
1173,Confirm Import Framework / Group details
1174,The material being imported contains Framework / Group details. Click YES to import including these details or NO to drop these details and assign any invalid importing component's Framework to IMPORT COLLECTION.
1175,Skipping import of file >S<>S< as requested.
1176,>S< (>S<)
* ******************************************************************
* PROCESS AND FUNCTION COMPILE MESSAGES - TRANSLATION IS RECOMMENDED
* ******************************************************************
0050,________________________________________________________________
0051,La génération du Process >S< a commencé.
0052,Aucune raison de (re)compiler le process >S< .
0053,La demande de (re)compilation du process >S< a été ignorée.
0054,Génération du Code Source C dans >S<
0055,Génération du source de création du Fichier dans >S<
0282,Génération de la ressource du Fichier dans >S<
0283,Fichier Bitmap ou Icône >S< (précisé en >S<) non trouvé. Il ne sera pas utilisé comme valeur par défaut pendant cette compilation.
0285,Dérivation de l'Icône de la fonction >S< (Process >S<) en cours.
0286,Dérivation de l'Icône et du fichier Bitmap pour le process propriétaire >S< en cours.
0287,** NOTE ** fichier des définitions par défaut des Icônes et Bitmap >S< non trouvé. Il ne sera pas utilisé.
0290,Texte non défini dans le contexte multilingue prévu >S<.
0291,Traduction du texte pour utilisation dans un environnement >S< .
0056,Génération de la définition des liens dans >S<
0057,La génération du Process >S< est terminée.
0058,Aucune raison de (re)compiler la fonction >S< .
0059,La demande de (re)compilation de la fonction >S< a été ignorée.
0558,La demande de (re)compilation du composant >S< a été ignorée.
0060,La génération des objets liés/construits pour >S< a commencé.
0061,NOTE: Cette fonction utilise des commandes SQL intégrées et 
0062,----  devrait avoir un fichier de lien (.BND) associé.
0063,La génération des objets liés/construits pour >S< est terminée.
0064,        Générateur de Process et de Fonctions LANSA
0556,        Générateur de Composants LANSA
0065,Version : >S< Date : >S<
0066,Note    : Le Générateur est >S<
0067,          >S<. Tous droits réservés.
0068,          Le code (C) Copyright généré est à la disposition
0069,          de l'utilisateur possédant une licence de ce produit.
0070,Les Options de compilation étaient :
0071,          Autoriser le débogage                : >S<
0072,          Fichier des Messages Systèmes        : >S<
0073,          Signe utilisé comme préfixe de zone  : >S<
0074,          Signe utilisé pour remplacer @       : >S<
0075,          Conserver le Code Source             : >S<
0076,          Compiler les Process si nécessaire   : >C<
0605,          Compiler les Fonctions               : >C<
0077,          Compiler les Fonctions si nécessaire : >C<
0557,          Compiler les composants si nécessaire: >C<
0078,Compilation et création des liens du Process >S< ...
0079,Compilation et création des liens de la Fonction >S< ...
0559,Compilation et création des liens du Composant >S< ...
*
0080,Le code C de cette fonction n'a pas été trouvé.
0081,Il n'a pas encore été généré ou il a été supprimé
0082,lors d'une compilation précédente. Utilisez l'option
0083,Construction de l'éditeur de manière à générer le 
0084,Code C nécessaire, puis renouvelez la demande
0085,de compilation.
*
0560,Le code C/C++ de ce composant est introuvable. 
0561,Soit il n'a pas encore été généré, soit il
0562,a été supprimé par une compilation précédente. 
0563,Ouvrez ce composant dans l'éditeur de composant, 
0564,générez le code C/C++, puis relancez la 
0565,compilation.
0566,Définition du composant >S< non trouvée dans la table LX_F03 du référentiel.
*
0086,La compilation / édition de lien du Process >S< est terminée.
0087,La compilation / édition de lien de la fonction >S< est terminée.
0567,La compilation / édition de lien de la component >S< est terminée
0325,Travail de compilation interrompu à la demande de l'utilisateur.
0326,Log de génération / compilation Visual LANSA
0327,Votre demande d'arrêt sera prise en compte lorsque les demandes en cours seront terminées.
0329,Génération de : >S<
0330,Compilation/Génération des liens de : >S<
*
0088,____________ COMPTE RENDU DES TRAVAUX DE COMPILATION ___________
0089,      >L< process compilé(s) sans aucune ERREUR.
0090,      >L< fonction(s) compilée(s) sans aucune ERREUR.
0091,      La compilation de >L< Process a échoué.
0092,      La compilation de >L< Fonction(s) a échoué.
0093,      La demande de compilation de >L< Process a été IGNOREE.
0094,      La demande de compilation de >L< Fonction(s) a été IGNOREE.
0568,      >L< composant compilé(s) sans aucune ERREUR.
0569,      La compilation de >L< composant a échoué.
0570,      La demande de compilation de >L< composant a été IGNOREE.
0095,Utilisez l'option Arrêt / Fermeture du menu système pour fermer cette fenêtre
0096,Effacement/Suppression du fichier source >S<
0328,COMPTE RENDU DES TRAVAUX DE COMPILATION
0331,Fichier de définition d'environnement >S< introuvable. Vérifiez l'installation de ce système LANSA.
0332,Environnement de construction / génération >S< actuellement désactivé.
0333,Construction/génération en cours pour l'environnement >S<.
0334,Exécution de (pour >S<) : >S<
0398,** IGNORE EN RAISON DES ERREURS PRECEDENTES => Exécution de (pour >S<) : >S<
0335,Construction (pour >S<) : >S<
0397,** IGNORE EN RAISON DES ERREURS PRECEDENTES => Construction de (pour >S<) : >S<
0336,Erreur fatale à l'ouverture de >S< pour >S<.
0504,ERREUR : L'espace disponible sur le lecteur >S< est inférieur à >L< octets.
0505,ATTENTION - L'espace disponible sur le lecteur >S< est inférieur à >L< octets.
0810,FATAL - Le nom  de process >S< est un nom réservé et ne devrait pas être utilisé.
1075,La DLL >S< est en cours d’utilisation. Arrêtez d’utiliser la DLL et soumettez à nouveau la compilation.
1088,Erreur fatale pendant la conversion du fichier >S< en >S<. Ceci peut être causé par la présence de données binaires en RDML.
1177,Building of the Function for environment >S< has been ignored. Please refer to Full Function Check messages for details.
1178,Component >S< is only being compiled for the Web and doesn't require a DLL.
* *********************************************************************
* OAM COMPILE AND SQL TABLE BUILD MESSAGES - TRANSLATION IS RECOMMENDED
* *********************************************************************
0100,Générateur des tables SQL LANSA et des OAM (Object Access Module)
0101,          Supprimer Tables/Index existants     : >S<
0102,          Forcer la construction de la Table   : >S<
0103,          Forcer la construction des Index/vues: >S<
0104,          Forcer la construction des OAM       : >S<
0300,          Sauvegarde des données de la Table   : >S<
0630,          Recharger les données de la Table    : >S<
0801,          Garder les données  sauvegardées     : >S<
0105,La génération de la table >S< a commencé.
0106,La compilation, la création et l'exécution des liens de l'index >S< ont commencé.
0107,La compilation, la création et l'exécution des liens de la Vue >S< ont commencé.
0108,La compilation, la création des liens des OAM >S< ont commencé.
0109,La compilation, la création et l'exécution des liens de la Table >S< sont terminées.
0110,La compilation, la création et l'exécution des liens de l'index >S< sont terminées.
0111,La compilation, la création et l'exécution des liens de la Vue >S< sont terminées.
0112,La compilation, la création des liens des OAM >S< sont terminées.
0114,      >L< Fichier(s) compilé(s)/exécuté(S) sans aucune ERREUR détectée.
0115,      La compilation de >L< Fichier(s) a ECHOUE.
0116,      La demande de compilation de >L< Fichier(s) a été IGNOREE.
0117,La demande pour la table >S< a été ignorée - sa construction n'est pas requise.
0118,La génération du code source nécessaire à la création de la Table >S< a commencé.
0119,La génération du code source nécessaire à la création de la Table >S< est terminée.
0120,La génération de l'index de la clé primaire de la Table >S< a commencé.
0121,La génération de l'index de la clé primaire de la Table >S< est terminée.
0122,La génération de l'index des enregistrements relatifs de la Table >S< a commencé.
0123,La génération de l'index des enregistrements relatifs de la Table >S< est terminée.
0124,La génération du code source nécessaire à la création de l'Index >S< a commencé.
0125,La génération du code source nécessaire à la création de l'Index >S< est terminée.
0126,La génération du code source nécessaire à la création de la vue >S< a commencé.
0127,La génération du code source nécessaire à la création de la vue >S< est terminée.
0128,La génération de l'OAM pour la Table >S< a commencé.
0129,La génération de l'OAM pour la Table >S< est terminée.
0387,ATTENTION - L'identifiant / la chaîne de caractères du CTD ">S<" est hors contexte ou invalide. La chaîne a été ignorée.
0388,ATTENTION - L'identifiant / la chaîne de caractères du CTD ">S<" est inconnu(e) ou invalide. La chaîne a été ignorée.
0389,FATAL - La définition de la Table >S< indique une CLE PRIMAIRE, mais le SGBD actuel ne supporte pas la définition de clés primaires.
0390,FATAL - La table >S< utilise le type >S< dans sa définition, mais le SGBD actuel ne supporte pas ce type.
0391,ATTENTION - La table >S< utilise NOT NULL dans sa définition, mais le SGBD actuel ne le supporte pas. L'option est ignorée.
0392,ATTENTION - La table >S< (colonne >S<) est de type >S<, non supporté par le SGBD en cours. Le type a été changé en >S<.
0393,ATTENTION - Dans la table >S< la définition de la colonne >S< dépasse la précision admise par le SGBD. Vérifiez que cette perte de précision ne va pas vous causer des problèmes.
0394,INFORMATION - Le SGBD actuel ne supporte pas de clé primaire, la clé primaire de la table >S< sera donc mise en place sous forme d'un index unique >S<.
0547,ATTENTION - La table >S< a un index >S< avec une clé à séquence de tri descendante, mais le SGBD actuel ne supporte pas les clés descendantes, cet ordre de tri sera ignoré.
0629,ATTENTION - L'OAM actuel est manquant ou a été généré avec une version antérieure à la version 7.7 et ne supporte pas la sauvegarde des données de table, l'ancien format sera utilisé.
0656,>S< est un fichier externe, la table ne pourra pas être supprimée.
0657,ATTENTION - Base de données non supportée, la gestion automatique du RRNO ne peut pas s'appliquer. Appliquez la gestion automatique du RRNO manuellement à la table >S<.
1026,ATTENTION - Reconstruction OAM seulement. Le fichier a un statut compilé mais l'OAM n'existe pas, la table existe et elle contient des données. La définition du fichier est présumée correspondre à la table.
1050,Déchargement des données de la table >S<.
1051,Chargement des données dans la table >S<. 
0658,******* non utilisé *******
0659,Le fichier, >S<, ne peut être généré que s'il a une clé primaire ou si on peut ajouter une colonne ààRRNO à la table.
0811,FATAL - Le nom de fichier >S< est un nom réservé et ne doit pas être utilisé.
0812,Erreur Mémoire : Mémoire insuffisante pour gérer le nombre de règles/déclencheurs définis dans la table >S<.
0816,>S< est un fichier externe, mais la ligne LX_FOF est manquante.
0884,FATAL - La table vide, >S<, ne peut pas être créée.
0897,FATAL - La table, >S<, ne peut pas être rechargée car le fichier CTD est manquant. Rechercher le fichier CTD correct et recompilez. Si le fichier CTD est introuvable, le fichier LANSA doit être compilé sans sauvegarde et rechargement des données de la table.
0900,Erreur de déchargement des données de la table >S<.
0909,ATTENTION - Dans la table >S< la définition de la colonne >S< dépasse la précision maximum du type >S<. Son type a été modifié en >S<.
0910,FATAL - LANSA n'admet pas cette opération pour les bases de données de type >S<.
0936,936 FATAL - Zone RDMLX >S< trouvée dans un Fichier RDML
0937,937 FATAL - Une valeur de type de zone >S< ne peut pas être enregistrée dans un fichier DBF.
0938,938 FATAL - Taille de la zone >S< incorrecte.
0939,939 FATAL - Création du répertoire >S< des fichiers BLOB et/ou CLOB impossible.
0940,940 FATAL - Création du fichier >S< impossible.
0945,945 FATAL - La cause probable de l'erreur est un logique >S< dupliqué dans ce fichier >S< de >S< et le fichier cité dans le message précédent.
0946,946 FATAL - Zone >S< non définie dans le fichier >S< de la bibliothèque >S<. Vérifiez que fichier et bibliothèque sont corrects.
0947,947 FATAL - La liste de travail primaire est une liste RDMLX. Le chaînage de listes de travail n'est pas permis.
0948,948 FATAL - La fonction déclencheur RDML >S< ne peut pas être appelée à partir d'un fichier RDMLX.
1034,1034 FATAL - La fonction déclencheur RDML >S< ne peut pas être appelée pour la zone RDMLX >S<
0949,949 ATTENTION - La fonction déclencheur >S< n'existe pas.
0979,979 FATAL - Les zones >S< et >S< correspondent au même nom de colonne SQL >S<
0980,980 FATAL - Le type de zone RDMLX >S< est incorrect. Peut être causé par l'utilisation d'attribut de zone RDMLX pour une zone RDML, par exemple ASQN sur une zone ALPHA
0981,981 FATAL - Le type de zone RDML >S< est incorrect. Peut être causé par l'utilisation d'attribut de zone RDMLX pour une zone RDML, par exemple ASQN sur une zone ALPHA
1074,1074 FATAL - La zone RDMLX >S< a l'attribut SUNI mais aucune information de support. Rechargez le fichier Other iSeries et recompilez.
1082,1082 FATAL - Une valeur de type de zone >S<  ne peut pas être enregistrée dans le format de fichier de sortie >S<.
1109,Erreur de chargement des données dans la table >S<.
1122,1122 FATAL - La zone RDMLX >S< ne dispose pas des informations de support de la zone. Rechargez le fichier Other iSeries et recompilez.
* **********************************************************************************
* RUN TIME ERRORS ISSUED BY COMPILED FUNCTIONS AND OAMS - TRANSLATION IS RECOMMENDED
* **********************************************************************************
0130,La Fonction ne peut pas être exécutée en mode débogage, car elle n'a pas été compilée pour supporter le mode débogage.
0131,La demande d'opération sur la base de données faite à l'OAM est inconnue ou invalide.
0132,Les paramètres / environnement de la fonction "*XXXXX_FIELD_VALIDATE" sont invalides.
0133,Les paramètres / environnement de la fonction  "*XXX_SYSTEM_VARIABLE" sont invalides.
0134,La structure de données nécessaire à la fonction n'a pas été passée ou bien a été passée dans un ordre incorrect.
0135,Il y a une différence entre la longueur de la structure de données passée par la fonction appelante et celle attendue par la fonction appelée.
0136,La commande >S< n'est pas exécutable sous cette version de LANSA.
1035,La commande >S< ne peut être utilisée qu’avec des zones RDML. Utilisez plutôt la fonction intégrée SYSTEM_COMMAND.
0597,Le point d'entrée >S< n'est pas admis par cet OAM. Régénérez cet OAM.
0649,La requête nécessite WITH_KEY ou WHERE précisés dans la commande RDML.
0826,Cet OAM était connecté à une base de données de type >S<. Il ne peur pas être re-connecté à une base de type >S<.
0834,Les fichiers PC externes ne peuvent pas utiliser l'option de chargement et déchargement des données.
0835,Données tronquées en lecture du fichier >S<. Ces données seront perdues si vous effectuez une mise à jour.
0842,Ce fichier doit avoir soit une clé primaire soit un RRNO pour supporter cette opération.
0925,Erreur de déchargement des données. La taille d'enregistrement est supérieure à 32767 octets.
1038,Répertoire introuvable ou impossible à créer pour enregistrer les données LOB dans un fichier disque.
1039,Impossible d'ouvrir le fichier disque LOB en écriture.
1040,Erreur de la base de données pendant la lecture des données LOB.
1076,Impossible de forcer *SQLNULL pendant l'affectation de >S<.
* *******************************************************************
* RUN TIME ERRORS ISSUED BY THE X_DBM LAYER - TRANSLATION IS OPTIONAL
* *******************************************************************
0137,L'application n'a pas pu se connecter à la base de données.
0138,L'application n'a pas pu se déconnecter de la base de données.
0139,Impossible d'allouer la mémoire nécessaire à SQLDA.
0140,Impossible de réallouer la mémoire nécessaire à SQLDA.
0141,Impossible d'allouer la mémoire nécessaire à la variable indicateur nul.
0142,Impossible d'allouer la mémoire nécessaire à un élément de SQLDA.
0143,Identifiant de curseur hors de l'intervalle.
0144,X_DBM_NUMBER_CURSORS (Nb max. de curseurs) dépassé.
0145,Nombre maximum de bases de données connectées dépassé.
0273,L'instruction SQL dépasse la longueur maximum autorisée.
0274,Opération E/S X_DBM inconnue.
0276,Opérations SQL/DB2 non autorisées dans cet environnement. Vous n'avez pas choisi de base de données SQL/DB2 et donc vous ne pouvez pas y accéder.
0277,Aucune opération base de données n'est autorisée dans cet environnement. Vous avez indiqué qu'aucune base de données n'était disponible (DBID=) et donc vous ne pouvez pas y accéder.
0284,Opérations SQL/DB2 non autorisées dans cet environnement. Vous avez indiqué qu'aucune base de données SQL/DB2 n'était disponible (DBID=) et donc vous ne pouvez pas y accéder.
0903,Les structures de la base de données ne sont pas admises par cette version de LANSA.
0904,L'interface native de la base de données n'est pas configurée correctement. 
0905,L'interface SQL de la base de données n'est pas configurée correctement. Une cause possible peut être l'utilisation de SELECT_SQL sans connexion à la base locale car cela ne peut pas fonctionner en mode SuperServer.
0288,Opération E/S X_DBI inconnue.
0289,X_DBI_NUMBER_CURSORS (nombre maximum de curseurs BD internes) dépassé.
0293,X_XQL_NUMBER_BLOCKS (nombre maximum de blocs demandés) dépassé.
0339,Impossible d'ouvrir le fichier d'export >S< en écriture.
0340,Erreur fatale d'écriture ou de fermeture du fichier d'export >S<.
0343,Opération E/S sur la table >S< non supportée si DBID=*NONE. Seules quelques opérations sont admises dans ce cas.
0344,Utilitaire d'export système
0345,Export de la table >S< (vers >S<) en cours. Patientez
0346,Export de la table >S< (vers >S<) terminé
0347,Export de la table >S< (vers >S<) interrompu. Consultez les autres messages pour plus de détail.
0415,Export de la table >S< (vers >S<) non effectué. Environnement désactivé.
0416,La table de conversion >S< sera utilisée pour les textes en langue >S< sous >S<.
0349,Incohérence de version des fichiers d'export. Votre système est >S< et le fichier d'export a été créé sur un système >S< .
0379,Impossible d'allouer la mémoire pour la structure X_DBM_ODBC.
0380,Impossible d'allouer la mémoire pour l'élément de la structure X_DBM_ODBC.
0381,Impossible d'allouer l'identifiant d'instruction ODBC.
0382,Impossible d'allouer l'identifiant d'environnement ODBC.
0383,Impossible d'allouer l'identifiant de connexion ODBC.
0384,Impossible de libérer l'identifiant de connexion ODBC.
0385,Impossible de libérer l'identifiant d'environnement ODBC.
0386,Impossible de libérer l'identifiant d'instruction ODBC.
0606,Ouverture du fichier >S< impossible. Soit ce fichier n'existe pas, soit vous avez ouvert trop de fichiers dans ce process (voir le paramètre FXQM dans la documentation).  
0708,L'export système s'est achevé avec >D< tables exportées.
0807,Le niveau d'isolation des transactions précisé (ODBI=>s<) n'est pas supporté par le SGBD >S<.
0808,Le niveau d'isolation des transactions READ_UNCOMMITTED n'est pas supporté par le SGBD >S<.
0814,L'opération I/O sur la table >S< du référentiel n'est pas supportée via les OAMs du serveur.
0815,Lecture de l'enregistrement suivant ou fermeture du curseur dans la table >S< sans SELECT préalable.
0817,Routage du référentiel sur le serveur primaire
0827,ODBC signale qu’aucune colonne n'a été retournée au SELECT. La table demandée n'existe probablement pas ou est invisible pour vous.
0902,Oracle ne signale aucune colonne à retourner pour SELECT. Vérifiez que vous utilisez les correctifs recommandés pour Oracle
0977,Utilisation incorrecte de SQLDA: impossible de fixer le numéro de colonne à >L< quand seulement >L< colonnes sont définies dans le SQLDA.
1037,SELECT_SQL ne permet pas l'utilisation d'une zone binaire comme valeur de variable de comparaison dans le paramètre WHERE.
* **********************************************************************
* RUN TIME ERRORS ISSUED BY THE X_PIM LAYER - TRANSLATION IS RECOMMENDED
* **********************************************************************
0146,L'allocation d'un nom pour un fichier temporaire d'impression a échoué.
0147,L'ouverture d'un fichier temporaire d'impression a échoué.
0148,Le nom du port >S< spécifié pour l'imprimante dans le paramètre PRTR= de la commande X_RUN n'est pas un nom valide pour ce système d'exploitation. Vérifiez ce paramètre puis essayez une nouvelle fois S.V.P.
0149,Une erreur a été détectée lors de la copie du fichier temporaire de l'imprimante au port de l'imprimante. Le port de l'imprimante spécifié dans le paramètre PRTR= peut ne pas être valide ou utilisable pour le moment.
0150,La mise à jour du fichier temporaire d'impression a échoué.
0418,Le nombre maximum de fichiers permanents pour les impressions a été dépassé pour cette fonction.
0419,L'ouverture du fichier d'impression permanent a échoué.
0581,Production de l'édition annulée à la demande de l'utilisateur
0582,Police de caractères >S< non trouvée sur ce système.  
0837,Police >S< non trouvée, remplacée par >S<.    
* *******************************************************************
* RUN TIME ERRORS ISSUED BY THE X_FUN LAYER - TRANSLATION IS OPTIONAL
* *******************************************************************
0151,Dépassement de capacité en conversion - Zone "long".
0152,Dépassement de capacité en conversion - Zone "short".
0153,Dépassement de capacité en conversion - Nb de pos. décimales supérieur à X_MAXIMUM_DIGITS.
0154,La zone vecteur n'est pas un tableau, mais un index a été demandé.
0155,Type de Vecteur / Zone inconnu, erroné, ou invalide pour l'opération demandée.
0156,Nom de variable système incorrect pour évaluation par le programme FàSYSVAR.
0157,Nom de variable système incorrect.
1036,*AUTONUM comporte >S< positions. Elle ne peut pas avoir plus de 15 positions.
0158,Programme d'évaluation de variable système L3G non encore supporté.
0159,Nom de variable système incorrect pour évaluation par le programme MàSYSVAR.
1114,La longueur de la zone doit être au moins 32 pour générer un GUID
1115,Erreur *GUID >D< en appelant >S<
0160,La demande ne correspond pas au nombre de positions décimales.
0161,Le mot d'édition n'est pas correctement formaté et / ou mis entre quottes.
0162,Type de vecteur / zone incompatible avec l'opération demandée.
0163,Position ou longueur d'extraction de caractères incorrectes.
0164,Caractères non numériques dans le résultat numérique d'une extraction de caractères.
0165,Restauration des valeurs de vecteur à partir d'une sauvegarde nulle. Aucune valeur n'a été sauvegardée au préalable.
0166,Zone de suivi d'appel de Process / Fonction incorrecte.
0167,Dépassement du nombre maximal d'invocation pour tous les types d'objets.
0168,Appel récursif de fonction RDML.
0169,Dépassement du nombre maximal d'invocation des process.
0170,Fonction à supprimer non trouvée dans la pile d'invocation.
0171,Process à supprimer non trouvé dans la pile d'invocation.
0172,Longueur des variable de substitution supérieur à la longueur maximum autorisée. 
0173,Utilisation de MESSAGE TYPE(*WINDOW) dans un travail "batch".
0174,Longueur de données de message incorrecte (sMsgDtaLen).
0175,Longueur de texte de message incorrecte (sMsgTxtLen).
0176,Longueur de texte de deuxième message incorrecte (sSecTxtLen).
0177,Erreur de sélection de texte de Message.
0178,Données de sécurité non récupérées dans LX_F02. Erreur SQL fatale.
0179,Erreur de sélection de label de zone, description ou extension multilingue. Erreur SQL fatale.
0180,Données des définitions système non récupérées dans LX_F96. Erreur probable d'installation / configuration. Le système n'a peut-être pas été lié à la base de donnée système.
0181,Données des définitions de la partition non récupérées dans LX_F46. Erreur probable d'installation / configuration.
0182,Données des définitions de langue non récupérées dans LX_F60. Erreur probable d'installation / configuration, ou, erreur du paramètre LANG=.
0183,Erreur SQL fatale pendant l'accès à la table SQL demandée.
0184,La Data-area est verrouillée par un autre travail.
0185,La Data-area n'existe pas. Elle doit être créée au préalable dans la table SQL LX_DTA. Consultez la documentation avant de continuer.
0186,Niveau de verrouillage incorrect.
0187,La chaîne passée est trop courte pour retourner une chaîne entre quottes. 
0188,Appel à des programmes L3G de validation de données non encore supporté. 
0189,Mode de fonction inconnu dans pX_Fun->chMode.
0190,Mise à jour d'une entrée de liste sans opération GET ou SELECT préalable.
0191,Insertion d'une entrée de liste < 1, ou > au maximum autorisé.
0192,Lecture d'une entrée de liste dans un espace de page non alloué.
0193,Trop de zones dans la liste d'échange - Dépassement de capacité de la liste d'échange.
0194,La liste obligatoire n'a pas été correctement passée en paramètre à la fonction. La liste a peut-être été passée dans le mauvais ordre ou bien pas passée du tout.
0195,La longueur de l'entrée passée ne correspond pas à la liste reçue. La liste a peut-être été passée dans le mauvais ordre, n'a pas passée du tout ou une modification effectuée nécessite une régénération / recompilation de l'appelant ou de l'appelé.
0196,La liste passée à la fonction moins d'espace disponible que sa définition dans la fonction. Un accès à la liste peut probablement violer le stockage / l'espace d'adressage de l'appelant.
1041,Les deux listes transmises doivent avoir un nombre d'entrées à *MAX ou non. On ne peut pas avoir une liste avec l'attribut *MAX et une autre, par exemple, avec 100.000 entrées.
1042,La liste passée à la fonction est un Composant liste. Sa structure mémoire est incompatible avec une liste de travail normale.
0197,Les informations du déclencheur n'ont pas été passées correctement au déclencheur. Un déclencheur ne doit être appelé que comme un déclencheur.
0198,Longueur des entrées passées et reçues différentes. La structure des fichiers de données a peut-être été modifiée et le déclencheur n'a pas été recompilé après cette modification. 
0199,Longueur des entrées des structures de données passées et reçues incompatibles. Une modification probable de la définition de la table associée n'a pas été régénérée dans tous les appelants / appelés de sa structure de données.
0200,Trop de structures de données enregistrées avec l'option *EXCHANGE. Au plus 20 structures de données peuvent être stockées dans la zone d'échange. Réduisez le nombre de structures stockées.
0201,Stockage d'une structure de données de plus de 9999 octets.
0202,Valeur X_ProcFunc[i].chType inconnue.
0203,La langue demandée est inconnue dans le travail en cours. Il ne peut la supporter.
0204,Valeur vchCurrFunc=>S< invalide / inattendue.
0205,Option de barre d'action invalide / inattendue.
0206,pX_UIM->sMenuOpt retournée hors de l'intervalle du gestionnaire d'interface.
0207,Erreur pendant l'exécution d'une commande du système d'exploitation .
0208,Commande DISPLAY, REQUEST ou POP_UP utilisée dans un travail "batch".
0930,Une commande DISPLAY, REQUEST ou POP_UP a été trouvée dans une fonction RDMLX non exécutée comme travail Web.
0209,Nombre de clés de fichiers de base de données hors de l'intervalle autorisé de 0 à >D<.
0248,La valeur d'index de tableau >D< est au delà du maximum de l'intervalle autorisé  pour le tableau >S< (1 à >D<).
0292,Cette fonction ne doit être appelée que dans un environnement Windows 3.1.
0376,La liste >S< contient trop d'entrées pour être triée sous ce système d'exploitation. Consultez votre documentation technique.
0423,Suppression incorrecte de la liste >S<. L'entrée de liste numéro >S< n'existe pas et donc ne peut être supprimée. 
0576,Référence au composant de classe >S< incorrecte ou inattendue .   
0579,Erreur fatale dans INIT= fonction d'initialisation >S<. Consultez les messages précédents pour plus d'informations sur la cause exacte de l'erreur.
0580,Erreur fatale dans TERM= fonction de terminaison >S<. Consultez les messages précédents pour plus d'informations sur la cause exacte de l'erreur.
0584,Opération de gestion de composant appliquée à un non-composant (i.e.: zone) 
0585,Opération de gestion de zone appliquée à un composant. 
0586,La demande du gestionnaire de composant de type >L< (valeur décimale) a échoué avec le code retour >L< (valeur décimale).
0601,Référencement de la liste de composants >S< incorrecte à partir d'une fonction RDML.   
0626,Argument ou valeur retournée nécessaires (de nom symbolique = >S<) non renseignés par l'appelant. Erreur de la fonction intégrée RDML >S<. L'appelant n'ayant pas passé la valeur est >S<.   
0627,Erreur de mappage de type, longueur ou décimales détectée pour l'argument ou la valeur retournée (de nom symbolique >S<). Données transmises: >C<(>D<,>D<) BIF Defn: Min >C<(>D<,>D<), Max >C<(>D<,>D<). Erreur de la fonction intégrée RDML >S<. L'appelant ayant passé une valeur invalide est >S<.   
1043,L'argument ou la valeur retournée (de nom symbolique >S<) doit être une liste de même longueur. Erreur de la fonction intégrée RDML >S<. L'appelant ayant passé la valeur invalide est >S<.   
1044,L'argument ou la valeur retournée (de nom symbolique >S<) possède un nombre vecteur par défaut invalide. Erreur de la fonction intégrée RDML >S<. L'appelant ayant passé la valeur invalide est >S<.   
0792,Web-Job précisé mais 'pX_Ids->pWebInfo' incorrect.
0824,Le fichier PC externe >S< ne peut pas être connecté au SSN >S< car les types de bases de données >S< et >S< sont incompatibles.
0825,Le fichier PC externe >S< ne peut pas être connecté au SSN >S< car la chaîne de connexion résultante contiendrait plus de >S< caractères.
0833,La chaîne '>S<' n'est pas au format date/heure ISO (AAAA-MM-JJ ou AAAA-MM-JJ HH:MM:SS[.f...] ou HH:MM:SS).
0934,Taille de liste supérieure à 2 gigaoctets
0951,La zone source du SUBSTRING >S< ne doit pas être NULL au sens SQL
0952,Utilisation d'un type de clé non supporté
0976,Erreur interne. Etat de variable d'évaluation accédé sans résolution préalable. Contactez le vendeur de l'application.
1108,La table >S< n'est pas configurée correctement. Merci de démarrer l'environnement de développement avant d'exécuter quoi que ce soit.
* *********************************************************************
* RUNTIME MESSAGES USED BY THE X_COM ROUTINES - TRANSLATION IS OPTIONAL
* *********************************************************************
0210,Type de conversion de données incorrecte ou inconnue.
0211,Chaîne DBCS convertie en une valeur trop longue pour être traitée par le serveur.
0212,Chaîne DBCS incomplète ou incorrecte.
0214,Chaîne DBCS convertie en une valeur trop longue pour être traitée par le client.
0215,La chaîne DBCS du Serveur contient des données incorrectes. SHIFT-IN a une position incorrecte.
0216,La chaîne DBCS du Serveur contient des données incorrectes. SHIFT-IN final manquant dans les données du serveur.
0217,Erreur d'ouverture de la table de conversion DBCS, fichier >S< de langue >S<.
0218,Données de la table de conversion DBCS >S< hors de l'intervalle admis pour les données DBCS data en ligne numéro >S<.
0219,Type d'expression de composant inconnue.
0220,La fonction >S< du process >S< doit être régénérée et recompilée avant d'être utilisée.
0221,Opération de base de données incorrecte ou inconnue.
0222,Limite d'enregistrement choisis >L< dépassée.
